lead_id,lead_created_at,source_platform,tracked_campaign,qualified,converted
crm-0223-m-prospect-6,2026-02-23T13:35:00,meta,m-prospect,yes,no
crm-0223-m-prospect-7,2026-02-23T14:42:00,meta,m-prospect,yes,no
crm-0223-m-prospect-8,2026-02-23T15:49:00,meta,m-prospect,yes,no
crm-0223-m-prospect-9,2026-02-23T16:56:00,meta,m-prospect,yes,no
crm-0223-m-prospect-10,2026-02-23T17:03:00,meta,m-prospect,yes,no
crm-0223-m-prospect-11,2026-02-23T08:10:00,meta,m-prospect,yes,no
crm-0223-m-prospect-12,2026-02-23T09:17:00,meta,m-prospect,yes,no
crm-0223-m-prospect-13,2026-02-23T10:24:00,meta,m-prospect,yes,no
crm-0223-m-prospect-14,2026-02-23T11:31:00,meta,m-prospect,yes,no
crm-0223-m-prospect-15,2026-02-23T12:38:00,meta,m-prospect,yes,no
crm-0223-m-prospect-16,2026-02-23T13:45:00,meta,m-prospect,yes,no
crm-0223-m-prospect-17,2026-02-23T14:52:00,meta,m-prospect,yes,no
crm-0223-m-prospect-18,2026-02-23T15:59:00,meta,m-prospect,yes,no
crm-0223-m-prospect-19,2026-02-23T16:06:00,meta,m-prospect,yes,no
crm-0223-m-prospect-20,2026-02-23T17:13:00,meta,m-prospect,yes,no
crm-0223-m-prospect-21,2026-02-23T08:20:00,meta,m-prospect,yes,no
crm-0223-m-prospect-22,2026-02-23T09:27:00,meta,m-prospect,yes,no
crm-0223-m-prospect-23,2026-02-23T10:34:00,meta,m-prospect,yes,no
crm-0223-m-prospect-24,2026-02-23T11:41:00,meta,m-prospect,yes,no
crm-0223-m-prospect-25,2026-02-23T12:48:00,meta,m-prospect,yes,no
crm-0223-m-prospect-26,2026-02-23T13:55:00,meta,m-prospect,no,no
crm-0223-m-prospect-27,2026-02-23T14:02:00,meta,m-prospect,no,no
crm-0223-m-prospect-28,2026-02-23T15:09:00,meta,m-prospect,no,no
crm-0223-m-prospect-29,2026-02-23T16:16:00,meta,m-prospect,no,no
crm-0223-m-prospect-30,2026-02-23T17:23:00,meta,m-prospect,no,no
crm-0223-m-prospect-31,2026-02-23T08:30:00,meta,m-prospect,no,no
crm-0223-m-prospect-32,2026-02-23T09:37:00,meta,m-prospect,no,no
crm-0223-m-prospect-33,2026-02-23T10:44:00,meta,m-prospect,no,no
crm-0223-m-prospect-34,2026-02-23T11:51:00,meta,m-prospect,no,no
crm-0223-m-prospect-35,2026-02-23T12:58:00,meta,m-prospect,no,no
crm-0223-m-prospect-36,2026-02-23T13:05:00,meta,m-prospect,no,no
crm-0223-m-prospect-37,2026-02-23T14:12:00,meta,m-prospect,no,no
crm-0223-m-prospect-38,2026-02-23T15:19:00,meta,m-prospect,no,no
crm-0223-m-prospect-39,2026-02-23T16:26:00,meta,m-prospect,no,no
crm-0223-m-prospect-40,2026-02-23T17:33:00,meta,m-prospect,no,no
crm-0223-m-prospect-41,2026-02-23T08:40:00,meta,m-prospect,no,no
crm-0223-m-prospect-42,2026-02-23T09:47:00,meta,m-prospect,no,no
crm-0223-m-prospect-43,2026-02-23T10:54:00,meta,m-prospect,no,no
crm-0223-m-prospect-44,2026-02-23T11:01:00,meta,m-prospect,no,no
crm-0223-m-prospect-45,2026-02-23T12:08:00,meta,m-prospect,no,no
crm-0223-m-retarget-1,2026-02-23T08:00:00,meta,m-retarget,yes,yes
crm-0223-m-retarget-2,2026-02-23T09:07:00,meta,m-retarget,yes,yes
crm-0223-m-retarget-3,2026-02-23T10:14:00,meta,m-retarget,yes,yes
crm-0223-m-retarget-4,2026-02-23T11:21:00,meta,m-retarget,yes,yes
crm-0223-m-retarget-5,2026-02-23T12:28:00,meta,m-retarget,yes,yes
crm-0223-m-retarget-6,2026-02-23T13:35:00,meta,m-retarget,yes,no
crm-0223-m-retarget-7,2026-02-23T14:42:00,meta,m-retarget,yes,no
crm-0223-m-retarget-8,2026-02-23T15:49:00,meta,m-retarget,yes,no
crm-0223-m-retarget-9,2026-02-23T16:56:00,meta,m-retarget,yes,no
crm-0223-m-retarget-10,2026-02-23T17:03:00,meta,m-retarget,yes,no
crm-0223-m-retarget-11,2026-02-23T08:10:00,meta,m-retarget,yes,no
crm-0223-m-retarget-12,2026-02-23T09:17:00,meta,m-retarget,yes,no
crm-0223-m-retarget-13,2026-02-23T10:24:00,meta,m-retarget,yes,no
crm-0223-m-retarget-14,2026-02-23T11:31:00,meta,m-retarget,yes,no
crm-0223-m-retarget-15,2026-02-23T12:38:00,meta,m-retarget,yes,no
crm-0223-m-retarget-16,2026-02-23T13:45:00,meta,m-retarget,yes,no
crm-0223-m-retarget-17,2026-02-23T14:52:00,meta,m-retarget,yes,no
crm-0223-m-retarget-18,2026-02-23T15:59:00,meta,m-retarget,yes,no
crm-0223-m-retarget-19,2026-02-23T16:06:00,meta,m-retarget,yes,no
crm-0223-m-retarget-20,2026-02-23T17:13:00,meta,m-retarget,yes,no
crm-0223-m-retarget-21,2026-02-23T08:20:00,meta,m-retarget,yes,no
crm-0223-m-retarget-22,2026-02-23T09:27:00,meta,m-retarget,yes,no
crm-0223-m-retarget-23,2026-02-23T10:34:00,meta,m-retarget,no,no
crm-0223-m-retarget-24,2026-02-23T11:41:00,meta,m-retarget,no,no
crm-0223-m-retarget-25,2026-02-23T12:48:00,meta,m-retarget,no,no
crm-0223-m-retarget-26,2026-02-23T13:55:00,meta,m-retarget,no,no
crm-0223-m-retarget-27,2026-02-23T14:02:00,meta,m-retarget,no,no
crm-0223-m-retarget-28,2026-02-23T15:09:00,meta,m-retarget,no,no
crm-0223-m-retarget-29,2026-02-23T16:16:00,meta,m-retarget,no,no
crm-0223-m-retarget-30,2026-02-23T17:23:00,meta,m-retarget,no,no
crm-0223-m-retarget-31,2026-02-23T08:30:00,meta,m-retarget,no,no
crm-0223-m-retarget-32,2026-02-23T09:37:00,meta,m-retarget,no,no
crm-0223-m-retarget-33,2026-02-23T10:44:00,meta,m-retarget,no,no
crm-0223-m-retarget-34,2026-02-23T11:51:00,meta,m-retarget,no,no
crm-0209-unknown,2026-02-09T13:00:00,google,g-missing,yes,no
